S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
318,Yendi Yendi,Puli,0.416666667,0.583333333,-0.0053792,-0.018421332,-0.016617685,-0.003923421,-0.029356003,-0.02778783,-0.029861463,-0.028582303,-0.015776437,-0.022562578,-0.025061685,-0.006233872,-0.003097343,0.355365101,0.486629304,0.392143531,0.485812323,0.437869649,0.423712346,0.464488913,0.103789892,0.159427233,0.14108811,0.169563121,0.163481484,0.162451048,0.125282853,0.328513557,0.131041833,0.0399985,0.0707759,4.817076923,143.5546875
319,Dandanakka,Romeo Juliet,0.916666667,0.666666667,-0.005782962,-0.018183886,-0.006379928,-0.012576321,-0.007708371,-0.02424615,-0.004712495,-0.017417902,-0.018034051,-0.012734715,-0.011303782,-0.014976724,-0.002552331,0.315691882,0.29098737,0.374274862,0.353345851,0.41602843,0.366657925,0.545778276,0.137340574,0.136943763,0.155114493,0.188289483,0.17356397,0.153123411,0.130133312,0.436240753,0.172965506,0.0697985,0.108289,5.705479452,151.9990809
320,Thoovanam,Romeo Juliet,0.25,0.416666667,-0.00065373,-0.008243351,-0.012683038,0.000332558,-0.00876892,-0.004502352,0.008591121,-0.01733343,-0.01445492,-0.001248965,-0.003020112,-0.00991052,-0.005754251,0.286831145,0.357487389,0.404557016,0.48288515,0.443294445,0.429475842,0.634032968,0.106155827,0.166757137,0.172935279,0.188939602,0.198852076,0.169693817,0.150444973,0.308267824,0.150379329,0.0594601,0.0814788,4.522038568,161.4990234
321,Enna solla,Thangamagan,0.25,0.5,-0.003164865,-0.007481043,-0.00078582,0.00157143,-0.016527594,-0.009736697,-0.015495928,-0.015324362,-0.003616703,-0.02709054,-0.003292058,-0.000736839,0.017590703,0.284939665,0.361382339,0.449664995,0.427348564,0.393262549,0.304563933,0.442132612,0.124072611,0.149398108,0.169351388,0.164945778,0.162155294,0.172830499,0.169087664,0.185129828,0.142092851,0.0692193,0.149467,4.009090909,112.3471467
322,Uyirin uyire,Thangamagan,0.583333333,0.666666667,-0.006119701,0.002470958,-0.002263829,-0.001031554,-0.016954825,-0.023319175,-0.011367383,-0.048866714,-0.011994311,-0.044390691,-0.003233962,0.003507016,0.015247872,0.34248666,0.380728957,0.410277676,0.565602013,0.561158319,0.461057044,0.473080644,0.125260407,0.140204761,0.154459412,0.14006597,0.135373888,0.146922952,0.121780691,0.351007059,0.153532152,0.0420249,0.0685,2.429008568,172.265625
323,Kadhal cricket,Thani Oruvan,0.583333333,0.666666667,-0.008459971,-0.018366153,-0.003414054,-0.013758316,-0.005909018,0.002499469,-0.014649233,-0.005893861,0.010521921,-0.012276505,-0.005343552,-0.003244749,0.012699139,0.323788594,0.403037307,0.413282748,0.445730932,0.375794882,0.389610751,0.549822041,0.148861972,0.172394969,0.157690252,0.177150626,0.181103162,0.180148541,0.115472142,0.25923091,0.131542022,0.0932504,0.128138,4.519814759,95.703125
324,Kannala Kannala,Thani Oruvan,0.25,0.666666667,-0.00813192,-0.022894708,-0.013671499,-0.017299785,-0.038074961,0.001638352,-0.048624891,-0.004345773,-0.023990706,-0.052407367,-0.015431016,-0.017792845,0.001570349,0.381635409,0.406683216,0.344987693,0.525597022,0.429169298,0.370753693,0.589048898,0.137945334,0.138047729,0.123689315,0.169436892,0.168574001,0.181137638,0.114918482,0.255579525,0.14724995,0.0828922,0.147499,5.069351401,161.4990234
325,Bittu padam di,TIN,0.833333333,0.416666667,-0.009569788,-0.008613962,-0.004208686,-0.00486553,-0.005417123,-0.004705274,0.001920767,-0.003694231,0.000207919,0.00411554,0.007882846,-0.002086088,-0.005854158,0.284494558,0.383825764,0.410615082,0.384100748,0.382341604,0.356253153,0.65957515,0.126806075,0.157261512,0.173524733,0.167426724,0.16195036,0.168682733,0.090016105,0.395456117,0.165298878,0.103625,0.121768,6.82131972,172.265625
326,Yennachu Yedhaachu,TIN,0.416666667,0.5,-0.006534973,-0.012346299,0.007890099,-0.004096952,-0.000577189,0.0000769,0.001896693,-0.007925832,0.004713667,0.005829463,0.006540004,-0.000371396,0.002745091,0.357007141,0.425516949,0.497708497,0.508564962,0.40662448,0.422778627,0.629065415,0.148631944,0.180877396,0.169077281,0.176357663,0.168073598,0.169358417,0.133437654,0.232926416,0.106770259,0.0292537,0.0648519,5.965836136,89.10290948
327,Veera Vinayaka,Vedhalam,0.833333333,0.666666667,-0.006951654,-0.012429857,-0.009972139,0.001415101,-0.008004208,-0.024312065,0.009093152,-0.002393873,0.004496099,0.002323275,0.001551815,-0.003793533,-0.005916924,0.223911462,0.381109976,0.375535849,0.357519291,0.32367788,0.319014533,0.423932973,0.095995962,0.177228307,0.161338357,0.169578915,0.14942677,0.166034719,0.082727676,0.238698539,0.103385559,0.0957986,0.103993,3.822536496,151.9990809
328,Ammadi un azhagu,Vellakara Durai,0.25,0.5,-0.004694519,0.000327497,-0.007394451,-0.003908263,-0.01034725,-0.036444824,0.008791839,-0.03723612,0.002137655,-0.003900105,-0.026129341,-0.005253885,-0.011167896,0.319488016,0.360907995,0.353996801,0.458934155,0.46945831,0.420924602,0.532269657,0.131359763,0.145996954,0.153247826,0.172020858,0.185414733,0.173383166,0.139489117,0.317952457,0.137312027,0.0615768,0.108809,4.318787214,143.5546875
329,Koodha kaathu,Vellakara Durai,0.25,0.666666667,-0.005515509,-0.003576459,-0.002306865,0.004177944,-0.002952907,-0.00846421,-0.008941877,-0.034937542,-0.010796041,-0.019996359,-0.01401855,-0.002809302,0.006954899,0.32540979,0.380351294,0.413168532,0.461445794,0.470363887,0.448720132,0.571628042,0.144892255,0.167044262,0.182485531,0.182651091,0.192138253,0.207997245,0.130498651,0.349420958,0.172742168,0.0319229,0.0679105,4.128830084,135.9991776
330,Mazhai vara pogudhe,Yennai Arindhal,0.583333333,0.75,-0.009075167,0.000244614,-0.000285614,-0.007482063,-0.016922276,-0.02379257,-0.006921741,-0.020753245,-0.004309612,-0.011507623,-0.001625867,-0.005754734,0.0000384,0.306012671,0.397320752,0.427068725,0.356530339,0.392960334,0.380963019,0.450112224,0.111569523,0.168489583,0.162237779,0.159699807,0.172427594,0.177047541,0.149776197,0.295342226,0.153677762,0.100365,0.14101,4.787655633,112.3471467
331,Kaalam yen kaadhali,24,0.75,0.75,-0.012735075,-0.007369537,-0.002965297,0.007543468,0.014958797,0.013286819,0.023648295,0.009808535,0.012720977,0.013821195,0.007555799,-0.009007386,0.001574015,0.36244877,0.365891509,0.435927694,0.365337584,0.45009923,0.496300425,0.622215,0.133659403,0.143284035,0.162528673,0.15785187,0.174724711,0.111281924,0.103951755,0.411696749,0.179880951,0.065825,0.116986,4.991567913,129.1992188
332,Mei nigara,24,0.5,0.583333333,-0.011242527,0.001438431,-0.015679016,-0.004957893,-0.015591896,-0.011035872,-0.008118908,-0.007053511,0.010403293,-0.020346125,-0.009908092,0.001387961,0.003038042,0.425603719,0.353309443,0.464667183,0.447210773,0.486007896,0.336723218,0.562970084,0.183494439,0.152871876,0.18370813,0.184704704,0.185481291,0.183504991,0.123935524,0.371445736,0.173135618,0.0684981,0.130364,4.484174312,86.1328125
333,Naan un,24,0.333333333,0.583333333,-0.004561572,0.017246386,-0.002815274,0.007562491,-0.001228826,-0.041617521,0.013549497,-0.005155648,-0.000676409,-0.012177042,0.001107953,-0.002711361,-0.006077909,0.275398609,0.487011354,0.445513222,0.350255059,0.474200289,0.375490036,0.432582643,0.113909084,0.168737618,0.145806558,0.135448525,0.189431266,0.155952136,0.162266365,0.402853304,0.231858579,0.0678278,0.0969974,3.909813513,95.703125
334,Avalum naanum,AYM,0.25,0.5,0.007603599,0.007194424,-0.0032939,0.004496085,-0.006980757,-0.008069418,0.010542292,-0.017213769,-0.022119144,-0.022414872,-0.025267771,-0.01589521,0.002012762,0.391577787,0.384198824,0.455186157,0.486482896,0.526490217,0.393898939,0.644842252,0.113205197,0.160158416,0.173853499,0.174393411,0.178308225,0.152240488,0.104091194,0.303967003,0.169443071,0.0242994,0.0614281,4.259889604,143.5546875
335,Idhu naal,AYM,0.5,0.583333333,-0.004495638,0.002895665,-0.023859643,-0.009087355,-0.024274679,-0.026167311,-0.023585423,-0.006798201,0.010001411,-0.020005115,0.008240409,-0.0000124,-0.014132374,0.33775529,0.494296282,0.439790997,0.500964668,0.599820528,0.464062044,0.447544969,0.131386514,0.18730464,0.152722871,0.174141913,0.159364285,0.173825255,0.181031694,0.278746436,0.151895338,0.035776,0.0846773,5.125538793,161.4990234
336,Raasali,AYM,0.5,0.75,-0.001808056,0.007095575,-0.006972209,-0.00896798,-0.020329269,-0.025158885,0.013705602,-0.020946086,0.01183356,-0.005031083,-0.012986227,-0.00500838,-0.000959615,0.397102582,0.47474234,0.390783114,0.569996522,0.587039834,0.508564571,0.668055415,0.117821842,0.139000513,0.144215589,0.148476006,0.153217307,0.170894337,0.103847246,0.266066342,0.137557037,0.0504071,0.0747106,3.603161271,129.1992188
337,Showkali,AYM,0.833333333,0.583333333,-0.015370231,-0.015371175,-0.001859269,0.00086159,-0.010986169,0.000891769,0.004667635,-0.006495134,0.017574585,-0.000411096,0.007728683,0.004151299,-0.000452708,0.351714966,0.356168887,0.378525685,0.457062132,0.385988927,0.397848185,0.49520017,0.133366837,0.132797986,0.153308329,0.174637474,0.175030381,0.197262105,0.102292994,0.336226879,0.127245922,0.114557,0.155798,6.59958979,99.38401442
338,Kuchi mittai,Aranmanai 2,0.666666667,0.75,-0.010715627,-0.018492777,-0.007280504,-0.017453301,-0.014058168,-0.016362094,-0.015165854,-0.024080204,-0.008919077,-0.012325634,-0.005304204,-0.002127122,0.001073881,0.356380543,0.30028238,0.392442424,0.360160541,0.360091401,0.42688001,0.588167151,0.163058131,0.152326918,0.172931835,0.159657907,0.139934736,0.153306963,0.106724683,0.291544063,0.110828421,0.160627,0.127494,3.894336175,143.5546875
339,Soppanasundari,Chennai 28 - 2,0.75,0.75,-0.002208095,-0.002734415,-0.006756732,-0.006357746,-0.014296503,-0.019260113,-0.01730121,-0.025043674,-0.017141412,-0.022747532,-0.01557152,-0.021669643,-0.00973129,0.435517508,0.352218237,0.270444768,0.351791314,0.392749027,0.372022646,0.542723438,0.157644574,0.149583491,0.123732049,0.158140206,0.159935688,0.148595096,0.113058891,0.213035956,0.110769746,0.0575468,0.109869,6.173463177,135.9991776
340,Nee Kidaithai,Chennai 28 - 2,0.333333333,0.75,-0.007747919,-0.009124275,-0.007989625,0.000478661,-0.004754302,-0.007955967,-0.003727502,-0.006629017,0.001418251,-0.006019054,-0.021625473,-0.019854644,-0.023377084,0.33498787,0.394786932,0.469974339,0.349979277,0.368332366,0.34031948,0.62522868,0.129849646,0.165413292,0.163140235,0.160397445,0.159111423,0.169749328,0.11795915,0.240078005,0.127023929,0.0594255,0.110904,4.689335985,83.35433468
341,Boys are back,Chennai 28 - 2,0.833333333,0.666666667,-0.008445247,0.009927013,-0.020356916,-0.008968348,-0.040714232,-0.033665142,-0.014518404,-0.038536582,-0.03682427,-0.033339791,-0.02372103,-0.021357389,-0.013606993,0.35229436,0.384798882,0.367546928,0.444177926,0.350427113,0.407184217,0.498146726,0.150316454,0.143026469,0.148957609,0.177373307,0.155699051,0.178041197,0.138627208,0.232091641,0.113617487,0.0672929,0.146128,6.519071691,99.38401442
342,Chalmaar,Devi,0.833333333,0.666666667,-0.011409573,-0.012441814,0.003465849,-0.004937628,0.004757632,0.005008077,0.014120652,-0.002392103,0.010354452,0.012926963,0.004901667,-0.002251258,0.000496887,0.368634297,0.374343825,0.398139434,0.34614334,0.435388757,0.368049916,0.58533957,0.124535398,0.149162459,0.166618603,0.163774788,0.166227345,0.149948679,0.088169451,0.358399482,0.128212807,0.124139,0.146806,4.352414212,89.10290948
343,Aandipatti,Dharmadurai,0.333333333,0.583333333,-0.004556395,-0.004262567,0.006010428,-0.002123409,-0.008114682,-0.011342457,0.001707014,-0.001469025,0.007957134,-0.007666614,0.00204637,-0.009871085,-0.000200634,0.296005017,0.416222142,0.407158014,0.355115394,0.381887985,0.330209109,0.617219503,0.119847905,0.14180932,0.163761293,0.145368522,0.197602502,0.166503944,0.123649504,0.290146097,0.135228381,0.0511993,0.0965377,5.230716253,161.4990234
344,Endha Pakkam,Dharmadurai,0.416666667,0.333333333,-0.004964794,-0.004270483,-0.014842655,0.000539642,0.003477746,-0.036779859,-0.032809927,-0.008804061,0.003734471,-0.025726659,-0.010941143,0.009613824,0.014302737,0.395264293,0.496971709,0.501840425,0.45905927,0.563796055,0.464624618,0.549721951,0.150577229,0.153603998,0.152525307,0.147051455,0.219110736,0.166195666,0.102829802,0.232097376,0.146374689,0.0281469,0.0816702,2.629816514,89.10290948
345,Kannai Nambathe,EIPI,0.666666667,0.416666667,-0.007881453,-0.022713195,-0.00833388,-0.001571015,-0.003970787,-0.017015736,0.005687294,0.006251863,0.00765144,0.001013416,-0.005438703,0.008637634,0.005927322,0.432675874,0.356061432,0.342887826,0.334958471,0.362898685,0.348868536,0.653748065,0.124064879,0.167173621,0.176895037,0.165853843,0.183621375,0.159824962,0.09832273,0.389502275,0.167524292,0.0862749,0.130782,5.177950595,143.5546875
346,Thillu Mullu,Gethu,0.75,0.583333333,-0.010938697,-0.002580879,0.015417162,0.019888231,-0.010082713,-0.013721919,0.01710529,-0.005781189,0.015989729,-0.002726659,-0.004985113,0.004822541,-0.002089856,0.359684367,0.414226712,0.385343556,0.357431516,0.386926469,0.378928634,0.644909605,0.108576815,0.154201014,0.139354372,0.156164429,0.199864849,0.176789941,0.112461058,0.270942484,0.113306572,0.0836135,0.127562,5.746037793,123.046875
347,Maaman waiting,Idhu namma Aalu,0.75,0.666666667,-0.008742905,-0.008317742,-0.020570116,-0.009600035,-0.018897126,-0.020789092,-0.009016521,-0.021339185,-0.01043107,-0.011384813,-0.005704996,-0.006916412,-0.005130412,0.369725006,0.20206325,0.377817316,0.361414315,0.331146469,0.383157032,0.592687956,0.127255092,0.092276411,0.156168239,0.15850356,0.181080655,0.173258961,0.128595099,0.311525978,0.151710796,0.10991,0.157661,5.758578804,83.35433468
348,Kadhal kappal,Iraivi,0.583333333,0.583333333,-0.010411785,-0.001679378,-0.00853324,0.009560378,0.013602441,0.011762156,0.029994927,-0.010889518,-0.015388201,-0.01744697,-0.011415013,-0.017658525,-0.008432943,0.282028483,0.275768614,0.357219688,0.48378002,0.371705398,0.395955345,0.528564825,0.10014355,0.123263904,0.172005267,0.200221692,0.173400492,0.185827512,0.15288472,0.273000004,0.160400381,0.0767562,0.145707,5.320555895,99.38401442
349,Halena,Iru Mugan,0.833333333,0.666666667,-0.016803006,-0.014163517,-0.013102912,-0.019596807,-0.040139987,-0.040549223,-0.034502968,-0.045083117,-0.017859871,-0.025908196,-0.003673332,-0.009744098,-0.008370997,0.330918881,0.452945308,0.49955634,0.447881539,0.435736181,0.463349432,0.610695867,0.148121552,0.157752499,0.143564641,0.176276792,0.157734873,0.173825861,0.129857691,0.31376744,0.126310314,0.0824678,0.122684,4.733632765,99.38401442
350,Irumugan settai,Iru Mugan,0.916666667,0.666666667,-0.013260543,-0.012358545,0.010475416,0.000526313,0.007120956,-0.015526165,-0.011147883,-0.021426136,-0.0143115,-0.011114453,-0.013958774,-0.011341386,-0.004253069,0.297039223,0.417912278,0.377917599,0.495990286,0.352999925,0.426882722,0.588940723,0.121452361,0.155281791,0.142000472,0.165821651,0.140304757,0.158550675,0.151825779,0.378818391,0.126556982,0.178982,0.183375,5.940789474,112.3471467
351,Kannai vittu,Iru Mugan,0.25,0.416666667,0.000344038,-0.015900712,-0.006487439,-0.027884328,-0.02332809,-0.023289833,-0.030163776,-0.037293531,-0.021318831,-0.026975869,-0.020014111,-0.022596941,-0.016629706,0.416768994,0.311666177,0.409395317,0.453790574,0.483105153,0.432622809,0.442880858,0.121963452,0.124508177,0.126788184,0.13574178,0.193300213,0.209820187,0.131459936,0.250005614,0.19249148,0.0352398,0.0875611,2.792001235,92.28515625
352,Hey sandakkara,Irudhi Sutru,0.25,0.5,-0.003546331,-0.023251969,0.00475173,-0.005127319,-0.036079012,0.011085967,-0.018309224,-0.007744613,-0.00533245,-0.030435636,0.010882205,-0.004279068,0.002553091,0.426670391,0.425645307,0.392593808,0.443231692,0.395121392,0.449963989,0.610758488,0.15507748,0.148060523,0.133558398,0.183603127,0.172786258,0.158136347,0.089214658,0.262267768,0.137603928,0.0219392,0.0741285,3.911009174,92.28515625
353,Maya visai,Irudhi Sutru,0.583333333,0.583333333,-0.006254421,-0.015682864,0.008647476,-0.000969321,-0.001173992,0.001543599,-0.000189946,0.000569131,0.000386891,-0.009899452,-0.011248238,-0.011670606,-0.010548442,0.293831584,0.374388616,0.386178667,0.3936062,0.322600463,0.318986729,0.695818733,0.130451018,0.144394129,0.144828354,0.148666239,0.141915986,0.134005011,0.099005815,0.296701789,0.156809705,0.0964916,0.127039,2.443965517,117.4538352
354,Poda Poda,Irudhi Sutru,0.583333333,0.5,-0.008327634,-0.018481831,-0.002548888,-0.008789022,-0.005210231,-0.013828764,-0.013839804,-0.013077943,-0.002615621,-0.018344146,-0.014271077,-0.0115117,-0.010538005,0.265736451,0.438216843,0.413037326,0.484611904,0.461346634,0.435621965,0.68495376,0.100002298,0.156622095,0.14412008,0.186776184,0.172864945,0.184335082,0.097844381,0.476345162,0.173860243,0.170405,0.142826,3.245661605,123.046875
355,Vaa Machaney,Irudhi Sutru,0.75,0.666666667,-0.002990881,-0.008602965,-0.011266735,0.001079544,-0.019409071,-0.012808397,0.002502513,-0.024923994,0.008739202,-0.0247741,-0.016310324,-0.009782455,-0.028453743,0.436067165,0.410166345,0.348355448,0.444683902,0.3524027,0.376240945,0.534756017,0.129262442,0.184673194,0.163304358,0.176844841,0.170009332,0.172418284,0.106981177,0.278118704,0.133195766,0.0768261,0.123196,5.203638855,129.1992188
356,Domeru Lordu,Jil Jung Juk,0.833333333,0.666666667,-0.004880859,-0.013446393,0.002339511,0.002418103,0.005870893,0.006389275,0.021177344,0.009751179,0.008610376,-0.000600529,0.007125553,-0.007572338,0.003780674,0.355168971,0.374907714,0.399444627,0.433374351,0.375892488,0.305102541,0.551322383,0.121681487,0.151402663,0.186636007,0.184533108,0.181371073,0.162931261,0.111574256,0.39745995,0.148737057,0.0932668,0.123442,5.181110772,112.3471467
357,Shoot The kuruvi,Jil Jung Juk,0.5,0.416666667,-0.003904649,-0.000955903,-0.027618625,-0.001805757,-0.020025965,-0.025162173,-0.002394525,-0.023117581,-0.001890065,-0.00955291,0.010916913,0.000946785,0.005866244,0.414967645,0.450537568,0.413894864,0.41858758,0.33221242,0.465717305,0.395430758,0.121951599,0.14898514,0.147287771,0.181206061,0.193038193,0.145995702,0.169805474,0.2795735,0.193776343,0.0651283,0.132796,3.051199262,117.4538352
358,Maya nadhi,Kabali,0.333333333,0.333333333,-0.000690882,0.00668868,0.009598354,-0.00118469,-0.024711767,-0.010066817,-0.018123426,-0.023057213,-0.017098446,-0.044952797,-0.015881185,-0.033181926,-0.012999795,0.465961214,0.338820567,0.452408788,0.400971737,0.449624546,0.407799319,0.559088916,0.119286636,0.134674198,0.155014345,0.152731544,0.190887877,0.190347376,0.094218428,0.176543206,0.099599274,0.0333578,0.0627406,4.70309119,135.9991776
359,Ulagam oruvanukka,Kabali,0.916666667,0.666666667,-0.006181535,-0.011207491,0.005113588,-0.000345825,0.008472185,-0.006752363,0.005335878,-0.001894644,-0.004782047,-0.003952557,-0.014707761,-0.016177504,-0.012866333,0.330794174,0.328836405,0.391311398,0.324740531,0.313602272,0.363187115,0.626957591,0.130838939,0.153190467,0.175432779,0.158147734,0.184028767,0.178164559,0.104723178,0.290909331,0.125738857,0.0695031,0.104576,4.847633588,103.359375
360,Akkam Pakkam,Ka Ka Po,0.333333333,0.416666667,-0.001102874,-0.002436762,0.0000494,-0.006441364,-0.013695181,0.00092397,0.015834801,-0.033077871,-0.005098587,0.013499957,-0.019367597,-0.033864435,-0.009640359,0.34619214,0.448548793,0.393946476,0.397267357,0.410359447,0.394285353,0.539717925,0.143320954,0.192722577,0.1655862,0.172407867,0.168175448,0.185451943,0.125937202,0.230573629,0.14946648,0.0405716,0.0983285,4.629206545,99.38401442
361,Ka Ka Ka Po,Ka Ka Po,0.5,0.5,-0.007428555,-0.012256474,0.000083,-0.016707206,0.002583362,-0.017099502,-0.012368076,0.007065227,-0.008319668,0.00412137,-0.010425078,-0.006691144,-0.02089337,0.383704085,0.421125097,0.40989051,0.402749065,0.414046675,0.357690353,0.498754446,0.135924385,0.17778298,0.165237258,0.184967331,0.176232794,0.168768462,0.121587379,0.272575579,0.10768571,0.0657231,0.104317,5.903255248,129.1992188
